canonical_name,alias,language
Estefanía,Nani,es
Estefanía,Nia,es
Estefanía,Steffi,es
Estefanía,Steffy,es
Estefanía,Stefi,es
Estefanía,Stefy,es
Estefanía,Tefa,es
Estefanía,Teffi,es
Estefanía,Teffy,es
Estefanía,Tefi,es
Estela,Esti,es
Estela,Tela,es
Estrella,Estrellita,es
Estéfano,Tefo,es
Eugenia,Euge,es
Eugenia,Geni,es
Eugenia,Genia,es
Eugenia,Quena,es
Eugenia,Queni,es
Eugenia,Uge,es
Eugenio,Eu,es
Eugenio,Eyu,es
Eugenio,Geñi,es
Eugenio,Geño,es
Eugenio,Queno,es
Eugenio,Uge,es
Eulalia,Lala,es
Eulalia,Lali,es
Eulalia,Laya,es
Eusebio,Chebo,es
Eusebio,Sebio,es
Eustaquio,Taqui,es
Eva,Evi,es
Eva,Evita,es
Evaluna,Eva,es
Evaluna,Evalu,es
Evaluna,Evi,es
Evaluna,Luna,es
Evaristo,Evas,es
Evaristo,Risto,es
Evaristo,Varis,es
Everardo,Eber,es
Ezequiel,Cheque,es
Ezequiel,Eze,es
Ezequiel,Zacky,es
Ezequiel,Zeke,es
Fabiola,Fabi,es
Fabián,Fabi,es
Fabián,Fabiancho,es
Fabricio,Fabri,es
Facundo,Cundejo,es
Facundo,Cundo,es
Facundo,Facu,es
Facundo,Facun,es
Federico,Fede,es
Federico,Fellico,es
Federico,Fello<ref name=razón/>,es
Federico,Fico,es
Federico,Fred,es
Federico,Fredi,es
Federico,Kiko,es
Federico,Pico,es
Federico,Quico,es
Felipe,Feli,es
Felipe,Lipe,es
Felipe,Pipe,es
Felipe,Pipo,es
Fermín,Fermincho,es
Fermín,Ferminchu,es
Fermín,Mincho,es
Fermín,Minchu,es
Fernanda,Fer,es
Fernanda,Feña,es
Fernanda,Feñi,es
Fernanda,Nanda,es
Fernando,Fer,es
Fernando,Fercho,es
Fernando,Ferdo,es
Fernando,Ferna,es
Fernando,Fernan,es
Fernando,Ferni,es
Fernando,Fernán,es
Fernando,Feña,es
Fernando,Nando,es
Fernando,Nano,es
Fernández,Fernandez,es
Fidencio,Fide,es
Filiberto,Beto,es
Filiberto,Fili,es
Fiorella,Ela,es
Fiorella,Fio,es
Fiorella,Fiore,es
Fiorella,Lela,es
Flavia,Flavi,es
Florencia,Flor,es
Florencia,Flora,es
Florencia,Florcis,es
Florencia,Floren,es
Florencio,Flo,es
Florencio,Floren,es
Florentina,Flor,es
Florentina,Flora,es
Florentina,Florcita,es
Florentina,Floren,es
Florentina,Tina,es
Florentino,Flo,es
Florentino,Floren,es
Florentino,Tino,es
Florinda,Flor,es
Florinda,Linda,es
Francisca,Cisca,es
Francisca,Fran,es
Francisca,Franci,es
Francisca,Francis,es
Francisca,Paca,es
Francisca,Pancha,es
Francisca,Panchita,es
Francisca,Paqui,es
Francisca,Paquita,es
Francisco,Chencho,es
Francisco,Chesco,es
Francisco,Chico,es
Francisco,Chisco,es
Francisco,Chuco,es
Francisco,Cino,es
Francisco,Cinos,es
Francisco,Cisco,es
Francisco,Curro,es
Francisco,Fran,es
Francisco,Franchi,es
Francisco,Francho,es
Francisco,Franchu,es
Francisco,Franci,es
Francisco,Francis,es
Francisco,Franco,es
Francisco,Frasco,es
Francisco,Isco,es
Francisco,Kiko,es
Francisco,Pachi,es
Francisco,Pacho,es
Francisco,Paco,es
Francisco,Panchi,es
Francisco,Pancho,es
Francisco,Panco,es
Francisco,Papico,es
Francisco,Paquito,es
Francisco,Pato,es
Fuensanta,Fuen,es
Fuensanta,Santi,es
Fulgencio,Chencho,es
Fulgencio,Fucho,es
Fulgencio,Fulgen,es
Fulgencio,Pencho,es
Fátima,Fati,es
Félix,Felisín,es
Gabriel,Biel,es
Gabriel,Gabi,es
Gabriel,Gabito,es
Gabriel,Gabo,es
Gabriel,Gabri,es
García,Garcia,es
Gaspar,Gaspi,es
Gaspar,Gospor,es
Gastón,Gas,es
Gastón,Gasti,es
Gastón,Gastoncito,es
Gastón,Tato,es
Genaro,Gena,es
Genaro,Narito,es
Genaro,Naro,es
Generosa,Geni,es
Genoveva,Geno,es
Genoveva,Veva,es
Gerardo,Gera,es
Germán,Ger,es
Germán,Man,es
Germán,Mancho,es
Gertrudis,Tula,es
Gilberto,Beto<ref name=razón/>,es
Gilberto,Gil,es
Gildardo,Dardo,es
Gildardo,Gil,es
Giuliana,Gigi,es
Giuliana,Giu,es
Giuliana,Giulia,es
Giuliana,Giuls,es
Giuliana,Giuly,es
Giuliana,Lia,es
Giuliana,Yuya,es
González,Gonzalez,es
Graciano,Chano,es
Graciela,Chela,es
Graciela,Cheli,es
Gregoria,Goya,es
Gregoria,Grégori,es
Gregorio,Goyo,es
Gregorio,Greg,es
Gregorio,Gregor,es
Griselda,Celda,es
Griselda,Gris,es
Guadalupe,Guada,es
Guadalupe,Lupe,es
Guadalupe,Lupita,es
Guadalupe,Pupe,es
Gualberto,Beto,es
Guillermo,Chemo,es
Guillermo,Guille,es
Guillermo,Guillo,es
Guillermo,Guillote,es
Guillermo,Güi,es
Guillermo,Güil,es
Guillermo,Güili,es
Guillermo,Llemo,es
Guillermo,Memo,es
Guillermo,Mollergui,es
Gumersindo,Gúmer,es
Gumersindo,Sindo,es
Gustavo,Gus,es
Gustavo,Tavi,es
Gustavo,Tavo,es
Heliodora,Dora,es
Heraclio,Clio,es
Heraclio,Hera,es
Heriberto,Berto,es
Heriberto,Beto,es
Heriberto,Erick,es
Heriberto,Heri,es
Herlinda,Linda,es
Hermelinda,Linda,es
Hermelinda,Mela,es
Hermenegildo,Herme,es
Hermila,Mila,es
Herminia,Mini,es
Herminia,Miñuca,es
Hernán,Erni,es
Hernán,Her,es
Hernán,Nan,es
Hernán,Nano,es
Hilario,Hilo,es
Hipólito,Lito,es
Hipólito,Poli,es
Hipólito,Polito,es
Hipólito,Polo,es
Horacio,Lacho,es
Hortensia,Tencha,es
Hugo,Chucho,es
Hugo,Chuchu,es
Hugo,Gito,es
Hugo,Hugi,es
Humberto,Beto,es
Humberto,Humbi,es
Humberto,Remberth,es
Idalia,Dali,es
Idalia,Yaya,es
Idalia,Yayis,es
Ignacio,Chete,es
Ignacio,Igna,es
Ignacio,Igni,es
Ignacio,Iñaki,es
Ignacio,Nachete,es
Ignacio,Nacho,es
Ignacio,Nachín,es
Ignacio,Ñaco,es
Ignacio,Ñaki,es
Imanol,Ima,es
Imelda,Ime,es
Imelda,Melda,es
Imelda,Melly,es
Indalecio,Lencho,es
Ingrid,Gri,es
Ingrid,Ingri,es
Inmaculada,Ada,es
Inmaculada,Inma,es
Inmaculada,Macu,es
Inocencio,Chencho,es
Inés,Ine,es
Inés,Necho,es
Inés,Nesha,es
Inés,Nesi,es
Iridian,Iris,es
Isabel,Chabela,es
Isabel,Isa,es
Isabella,Bela,es
Isabella,Bella,es
Isabella,Ela,es
Isabella,Isa,es
Isaí,Chay,es
Isela,Chela,es
Ismael,Isma,es
Ismael,Mae,es
Ismael,Maye,es
Ismael,Mayelo,es
Israel,Chisra,es
Israel,El,es
Israel,Elito,es
Israel,Ichi,es
Israel,Isra,es
Israel,Rael,es
Israel,Rayo,es
Ivet,Ive,es
Ivet,Ivi,es
Ivet,Tita,es
Iván,Ivancho,es
Iván,Ivi,es
Iván,Vani,es
Jacinto,Chinto,es
Jacobo,Chak,es
Jacobo,Chaki,es
Jacobo,Jaco,es
Jacobo,Yak,es
Jaime,Jaimito,es
Jairo,Jairito,es
Jairo,Jar,es
Jairo,Jarrote,es
Jairo,Jirio,es
Javier,Jape,es
Javier,Javi,es
Javier,Javis,es
Javier,Javo,es
Jenny,Tanny,es
Jerónimo,Jero,es
Jerónimo,Mino,es
Jerónimo,Momo,es
Jerónimo,Nimo,es
Jerónimo,Ñimo,es
Jesús,Cazú,es
Jesús,Chechu,es
Jesús,Chuche,es
Jesús,Chuchi,es
Jesús,Chucho,es
Jesús,Chuchú,es
Jesús,Chule,es
Jesús,Chus,es
Jesús,Chuso,es
Jesús,Chuy,es
Jesús,Chuza,es
Jesús,Chúo,es
Jesús,Jechu,es
Jesús,Jes,es
Jesús,Jesulin,es
Jesús,Jesulito,es
Jesús,Quechu,es
Jesús,Susi,es
Jesús,Suso,es
Jesús,Yisus,es
Joaquín,Chimo,es
Joaquín,Joaco,es
Joaquín,Joaqui,es
Joaquín,Kin,es
Joaquín,Quini,es
Joaquín,Quino,es
Joaquín,Ximo,es
Jorge,Choche,es
Jorge,Coco,es
Jorge,Coque,es
Jorge,Gorgo,es
Jorge,Jordi,es
Jorge,Koke,es
Jorge,Yorch,es
Josafat,Josa,es
José,Che,es
José,Cheo,es
José,Chepe,es
José,Cote,es
José,Coto,es
José,Joche,es
José,Joché,es
José,Jose (palabra llana),es
José,Josecito,es
José,Joselito,es
José,Josi,es
José,Josito,es
José,Jota,es
José,Jotita,es
José,Pepe,es
José,Pepito,es
José,Pepo,es
José,Pepín,es
José,[[Pepe]],es
Juana,Juancha,es
Juana,Juani,es
Juana,Juanita,es
Juana,Nani,es
Julia,Ju,es
Julia,Juli,es
Julia,Julita,es
Julia,Yulia,es
Julia,Yuya,es
Juliana,Guli,es
Juliana,Juli,es
Juliana,Yuli,es
Julio,Chul,es
Julio,Ju,es
Julio,Jul,es
Julio,Julito,es
Julio,July,es
Julio,Yuyo,es
Julián,Juli,es
Junipero,Juni,es
Justino,Justi,es
Justino,Nino,es
Justino,Tino,es
Juvenal,Juve,es
Juventino,Juve,es
Juventino,Tino,es
Karime,Kari,es
Karina,Kari,es
Kevin,Kev,es
Kimberli,Berli,es
Kimberli,Kim,es
Kimberli,Kimi,es
Ladislao,Ladis,es
Ladislao,Lalo,es
Lara,Lali,es
Lara,Lalu,es
Lara,Lari,es
Lara,Larita,es
Lara,Laru,es
Lara,Laruchi,es
Larissa,Isa,es
Larissa,Lara,es
Larissa,Laris,es
Laureano,Lau,es
Lautaro,Lau,es
Lautaro,Laucha (en [[Argentina]]),es
Lautaro,Lauta,es
Lautaro,Lauti,es
Leandro,Lean,es
Leandro,Lele,es
Leobardo,Bardo,es
Leobardo,Leo,es
Leonardo,Cloro,es
Leonardo,Leo,es
Leonardo,Loni,es
Leonardo,Nardo,es
Leonardo,Pecas,es
Leoncio,Leo,es
Leonel,Leo,es
Leopoldo,Leo,es
Leopoldo,Polo,es
Lesli,Les,es
Lesli,Lilí,es
Lesli,Maga,es
Lesli,Maguza,es
Leyre,Eri,es
Liduvina,Lidu,es
Ligia,Lily,es
Lina,Lini,es
Lina,Linis,es
Linet,Et,es
Linet,Li,es
Linet,Lin,es
Linet,Né,es
Lionel,Leo,es
Lionel,Lio,es
Livian,An,es
Livian,Ian,es
Livian,Liv,es
Livian,Livi,es
Livian,Vian,es
Lizbeth,Beth,es
Lizbeth,Lichi,es
Lizbeth,Lis,es
Lizbeth,Lisa,es
Lorea,Lore,es
Lorea,Loreji,es
Lorenia,Lore,es
Lorenia,Loren,es
Lorenia,Loreny,es
Lorenzo,Chencho,es
Lorenzo,Enzo,es
Lorenzo,Lencho,es
Lorenzo,Lolo,es
Lorenzo,Lore,es
Lorenzo,Loren,es
Lorenzo,Ren,es
Lorenzo,Renzo,es
Lourdes,Lula,es
Lourdes,Luli,es
Lourdes,Lulú,es
Lucas,Lu,es
Lucas,Luca,es
Lucas,Lucho,es
Lucas,Luqui,es
Lucas,Luquitas,es
Lucho,Lu,es
Lucho,Luchi,es
Lucho,Luchito,es
Luciana,Chana,es
Luciana,Lu,es
Luciana,Lucha,es
Lucila,Lu,es
Lucila,Lucha,es
Lucila,Luchi,es
Lucila,Luchita,es
Lucila,Lula,es
Lucila,Luli,es
Lucilma,Luci,es
Lucio,Lu,es
Lucio,Luchi,es
Lucio,Lucho,es
Lucrecia,Quecha,es
Ludivina,Ludi,es
Luis,Güicho,es
Luis,Lu,es
Luis,Luchi,es
Luis,Luchito,es
Luis,Lucho,es
Luis,Luchín,es
Luis,Luichi,es
Luis,Luigi,es
Luis,Luilli,es
Luis,Luises,es
Luis,Luisico,es
Luis,Luisillo,es
Luis,Luisito,es
Luis,Lula,es
Luis,Sito,es
Luisa,Güisi,es
Luisa,Lu,es
Luisa,Lucha,es
Luisa,Luisi,es
Luisa,Lulú,es
Luján,Luji,es
Luján,Luli,es
Luján,Lulú,es
Luzdivina,Ludi,es
Luzdivina,Luz,es
López,Lopez,es
Macario,Mac,es
Maclovio,Mac,es
Magaly,Maga,es
Maite,Mai,es
Maite,May,es
Maite,Mayi,es
Manuel,Lolo,es
Manuel,Manolo,es
Manuel,Manu,es
Manuela,Manola,es
Manuela,Manoli,es
Manuela,Manolita,es
Manuela,Manu,es
Manuela,Melly,es
Manuela,Neli,es
Manuela,Nellita,es
Manuela,Nelly,es
Mara,Marita,es
Mara,Mary,es
Marcela,Chela,es
Marcela,Mache,es
Marcela,Marce,es
Marcelino,Lino,es
Marcelino,Marce,es
Marcelo,Chelini,es
Marcelo,Chelo,es
Marcelo,Marce,es
Marcelo,Marceloco,es
Margarita,Maga,es
Margarita,Mago,es
Margarita,Mague,es
Margarita,Magui,es
Margarita,Maguita,es
Margarita,Marga,es
Margarita,Margara,es
Margarita,Margari,es
Mariana,Ana,es
Mariana,Mari,es
Mariana,Marita,es
Mariana,Nita,es
Marianela,Mari,es
Marianela,Nela,es
Marianela,Nella,es
Maricela,Chela,es
Maricela,Mariquita,es
Maricela,Mary,es
Maricela,Merry,es
Marina,Mai,es
Marina,Mar,es
Marina,Mari,es
Marina,Marin,es
Mario,Io,es
Mario,Ito,es
Mario,Mar,es
Mario,Marcian,es
Mario,Marian,es
Mario,Marito,es
Mario,Mayito,es
Mario,Mayo,es
Mario,Morcio,es
Mario,Morio,es
Maritza,Mari,es
Maritza,Mitza,es
Marta,Marti,es
Marta,Martita,es
Marta,Martona,es
Marta,Martucha,es
Marta,Martuki,es
Martina,Martu,es
Martina,Tina,es
Martina,[[Tini Stoessel|Tini]],es
Martínez,Martinez,es
María,Mari,es
María,Mariquita,es
María,Marita,es
Matilda,Mati,es
Matilda,Tilda,es
Matilde,Mati,es
Matilde,Tilde,es
Matías,Joyería,es
Matías,Mate,es
Matías,Mati,es
Matías,Matiche,es
Matías,Matito,es
Matías,Mato,es
Matías,Matu,es
Matías,Matuche,es
Matías,Matuke,es
Matías,Matute,es
Maurilio,Mau,es
Maurilio,Mauri,es
Maurilio,Mauro,es
Maximiliano,Max,es
Maximiliano,Maxi,es
Maximiliano,Maxito,es
Maximino,Max,es
Maximino,Maxi,es
Maximino,Mino,es
Melchor,Melchi,es
Melina,Lina,es
Melina,Mel,es
Melina,Meli,es
Mercedes,Mecha,es
Mercedes,Mechas,es
Mercedes,Meche,es
Mercedes,Mef,es
Mercedes,Meme,es
Mercedes,Menchito,es
Mercedes,Mer,es
Mercedes,Merce,es
Mercedes,Merceditas,es
Mercedes,Merche,es
Mercedes,Merchi,es
Mercedes,Merci,es
Meredith,Dith,es
Meredith,Mer,es
Meredith,Mere,es
Micael,Mica,es
Micaela,Mica,es
Micaela,Mika,es
Micaela,Mimí,es
Micaela,Miqui,es
Miguel,Micky,es
Miguel,Migu,es
Miguel,Migue,es
Miguel,Miguelon,es
Miguel,Minguela,es
Miguel,Míchel,es
Miguel,Míguel (palabra llana),es
Milagros,Mila,es
Milagros,Mili,es
Milagros,Milizhita,es
Milagros,Minie,es
Milena,Lena,es
Milena,Mile,es
Milena,Nena,es
Minerva,Mine,es
Minerva,Mini,es
Miriam,Mimi,es
Miriam,Miri,es
Misericordia,Cori,es
Misericordia,Mise,es
Moisés,Moy,es
Montserrat,Mon,es
Montserrat,Monchi,es
Montserrat,Monse,es
Montserrat,Monti,es
Montserrat,Montse,es
Montserrat,Montsina,es
Montserrat,Serrat,es
Mónica,Mona,es
Mónica,Moni,es
Mónica,Monicaca,es
Mónica,Nica,es
Nacional,Nachito,es
Nacional,Nacho (en Ecuador),es
Nacional,Nachonal,es
Nadia,Nadi,es
Nadia,Nana,es
Nadia,Nani,es
Nadia,Nayi,es
Nadia,Nayita,es
Nahuel,Huel,es
Nahuel,Nahu,es
Nahuel,Nahue,es
Nahuel,Nahuelcito,es
Nahuel,Nahuelito,es
Narciso,Nachito (ambos en Ecuador),es
