canonical_name,alias,language
Billy,Fred,en
Billy,Robert,en
Billy,William,en
Blanche,Bea,en
Bob,Rob,en
Bob,Robert,en
Bobby,Bob,en
Bobby,Rob,en
Brad,Bradford,en
Brad,Ford,en
Bradford,Brad,en
Bradford,Ford,en
Bradley,Brad,en
Brady,Brody,en
Breanna,Bree,en
Breanna,Bri,en
Brenda,Brandy,en
Brian,Bryan,en
Brian,Bryant,en
Brianna,Bri,en
Bridget,Biddie,en
Bridget,Biddy,en
Bridget,Bridgie,en
Bridget,Bridie,en
Brittany,Britt,en
Brittany,Brittnie,en
Brittney,Britt,en
Brittney,Brittnie,en
Bryanna,Ana,en
Bryanna,Anna,en
Bryanna,Bri,en
Bryanna,Briana,en
Bryanna,Brianna,en
Caitlin,Cait,en
Caitlin,Caity,en
Caitlyn,Cait,en
Caitlyn,Caity,en
Caleb,Cal,en
Calvin,Cal,en
Calvin,Vin,en
Calvin,Vinny,en
Cameron,Cam,en
Cameron,Ron,en
Cameron,Ronny,en
Camille,Cammie,en
Camille,Millie,en
Candace,Candy,en
Candace,Dacey,en
Carla,Carly,en
Carla,Karla,en
Carlton,Carl,en
Carol,Carolann,en
Carol,Carole,en
Carol,Caroline,en
Carol,Carri,en
Carol,Carrie,en
Carol,Cassie,en
Carol,Kara,en
Carol,Kari,en
Carol,Lynn,en
Caroline,Carol,en
Caroline,Carole,en
Caroline,Carrie,en
Caroline,Cassie,en
Caroline,Lynn,en
Carolyn,Carrie,en
Carolyn,Cassie,en
Carolyn,Lynn,en
Carrie,Cassie,en
Casey,K.C.,en
Casper,Jasper,en
Cassandra,Cassie,en
Cassandra,Sandra,en
Cassandra,Sandy,en
Cassidy,Cass,en
Cassidy,Cassie,en
Catherine,Casey,en
Catherine,Cassie,en
Catherine,Cathy,en
Catherine,Kathy,en
Catherine,Katy,en
Catherine,Kay,en
Catherine,Kit,en
Catherine,Kittie,en
Catherine,Lena,en
Catherine,Trina,en
Cathleen,Casey,en
Cathleen,Cassie,en
Cathleen,Cathy,en
Cathleen,Kathy,en
Cathleen,Katy,en
Cathleen,Kay,en
Cathleen,Kit,en
Cathleen,Kittie,en
Cathleen,Lena,en
Cathleen,Trina,en
Cathy,Catherine,en
Cathy,Cathleen,en
Cathy,Kathy,en
Cecilia,Celia,en
Cecilia,Cissy,en
Cedric,Ced,en
Cedric,Rick,en
Cedric,Ricky,en
Celeste,Celia,en
Celeste,Lessie,en
Charity,Chat,en
Charles,Carl,en
Charles,Charlie,en
Charles,Chick,en
Charles,Chuck,en
Charlie,Charles,en
Charlie,Chuck,en
Charlotte,Char,en
Charlotte,Lotta,en
Charlotte,Lottie,en
Charlotte,Sherry,en
Chauncey,Chan,en
Chelsey,Chelsie,en
Cheryl,Cher,en
Chester,Chet,en
Chloe,Clo,en
Chris,Kris,en
Christa,Chris,en
Christian,Chris,en
Christian,Kit,en
Christina,Chris,en
Christina,Chrissy,en
Christina,Christy,en
Christina,Crissy,en
Christina,Kris,en
Christina,Kristy,en
Christina,Tina,en
Christine,Chris,en
Christine,Chrissy,en
Christine,Christy,en
Christine,Crissy,en
Christine,Kris,en
Christine,Kristy,en
Christine,Tina,en
Christopher,Chris,en
Christopher,Kit,en
Christy,Crissy,en
Cindy,Cinderella,en
Claire,Clair,en
Claire,Clara,en
Claire,Clare,en
Clara,Clarissa,en
Clare,Clara,en
Clarence,Clair,en
Clarence,Clare,en
Clarissa,Cissy,en
Clarissa,Clara,en
Claudia,Claud,en
Clement,Clem,en
Clementine,Clem,en
Clementine,Clement,en
Cliff,Clifford,en
Clifford,Cliff,en
Clifford,Ford,en
Clifton,Cliff,en
Clifton,Tony,en
Cole,Colie,en
Columbus,Clum,en
Conrad,Con,en
Conrad,Conny,en
Constance,Connie,en
Cordelia,Cordy,en
Cordelia,Delia,en
Corey,Coco,en
Corey,Cordy,en
Corey,Ree,en
Corinne,Cora,en
Corinne,Ora,en
Cornelia,Cornie,en
Cornelia,Corny,en
Cornelia,Nelia,en
Cornelia,Nelle,en
Cornelia,Nelly,en
Cornelius,Con,en
Cornelius,Conny,en
Cornelius,Corny,en
Cornelius,Neil,en
Cornelius,Niel,en
Cory,Coco,en
Cory,Cordy,en
Cory,Ree,en
Courtney,Court,en
Courtney,Curt,en
Crystal,Chris,en
Crystal,Crys,en
Crystal,Stal,en
Crystal,Tal,en
Curtis,Curt,en
Cynthia,Cindy,en
Cynthia,Cintha,en
Cyrus,Cy,en
Dalton,Dahl,en
Dalton,Dal,en
Daniel,Dan,en
Daniel,Dann,en
Daniel,Danny,en
Danielle,Dani,en
Danielle,Ellie,en
Danny,Daniel,en
Daphne,Daph,en
Daphne,Daphie,en
Darlene,Darry,en
Darlene,Lena,en
David,Dave,en
David,Davey,en
David,Day,en
Deanne,Ann,en
Deanne,Dee,en
Debbie,Deb,en
Debbie,Debby,en
Debbie,Deborah,en
Debbie,Debra,en
Debora,Deb,en
Debora,Debbie,en
Debora,Debby,en
Deborah,Deb,en
Deborah,Debbie,en
Deborah,Debby,en
Debra,Deb,en
Debra,Debbie,en
Deidre,Deedee,en
Delbert,Bert,en
Delbert,Del,en
Delia,Cordelia,en
Delia,Delius,en
Delia,Fidelia,en
Delilah,Dell,en
Delilah,Della,en
Delilah,Lil,en
Delilah,Lila,en
Della,Adela,en
Della,Adelaide,en
Della,Delilah,en
Della,Dell,en
Delores,Dee,en
Delores,Dell,en
Delores,Della,en
Delores,Lola,en
Delores,Lolly,en
Delphine,Del,en
Delphine,Delf,en
Delphine,Delphi,en
Dennis,Dennie,en
Dennis,Denny,en
Derek,Derrek,en
Derek,Rick,en
Derek,Ricky,en
Derick,Rick,en
Derick,Ricky,en
Derrick,Eric,en
Derrick,Rick,en
Derrick,Ricky,en
Diana,Di,en
Diana,Dicey,en
Diana,Didi,en
Diane,Di,en
Diane,Dian,en
Diane,Dianne,en
Diane,Dicey,en
Diane,Didi,en
Dick,Richard,en
Dick,Rick,en
Domenic,Dom,en
Domenic,Nic,en
Dominic,Dom,en
Dominic,Nic,en
Dominick,Dom,en
Dominick,Nick,en
Dominick,Nicky,en
Donald,Don,en
Donald,Donnie,en
Donald,Donny,en
Donald,Dony,en
Donna,Dona,en
Donovan,Don,en
Donovan,Donnie,en
Donovan,Donny,en
Donovan,Dony,en
Doris,Dora,en
Dorothea,Doda,en
Dorothea,Dora,en
Dorothy,Dolly,en
Dorothy,Dora,en
Dorothy,Dortha,en
Dorothy,Dot,en
Dorothy,Dottie,en
Dorothy,Dotty,en
Douglas,Doug,en
Duncan,Dunk,en
Earnest,Ernestine,en
Earnest,Ernie,en
Eddie,Ed,en
Eddy,Ed,en
Edgar,Ed,en
Edgar,Eddie,en
Edgar,Eddy,en
Edith,Edie,en
Edith,Edye,en
Edmond,Ed,en
Edmond,Eddie,en
Edmond,Eddy,en
Edmund,Ed,en
Edmund,Eddie,en
Edmund,Eddy,en
Edmund,Ned,en
Edmund,Ted,en
Edna,Edny,en
Eduardo,Ed,en
Eduardo,Eddie,en
Eduardo,Eddy,en
Edward,Ed,en
Edward,Eddie,en
Edward,Eddy,en
Edward,Ned,en
Edward,Ted,en
Edward,Teddy,en
Edwin,Ed,en
Edwin,Eddie,en
Edwin,Eddy,en
Edwin,Ned,en
Edwin,Win,en
Edwina,Edwin,en
Edythe,Edie,en
Edythe,Edye,en
Eileen,Helen,en
Elaine,Helen,en
Elaine,Lainie,en
Elbert,Albert,en
Elbert,Bert,en
Eldora,Dora,en
Eleanor,Elaine,en
Eleanor,Ellen,en
Eleanor,Ellie,en
Eleanor,Lanna,en
Eleanor,Lenora,en
Eleanor,Nelly,en
Eleanor,Nora,en
Elena,Helen,en
Elias,Eli,en
Elias,Lee,en
Elias,Lias,en
Elijah,Eli,en
Elijah,Lige,en
Elisa,Lisa,en
Elisha,Eli,en
Elisha,Lish,en
Eliza,Elizabeth,en
Elizabeth,Bess,en
Elizabeth,Bessie,en
Elizabeth,Beth,en
Elizabeth,Betsy,en
Elizabeth,Betty,en
Elizabeth,Eliza,en
Elizabeth,Lib,en
Elizabeth,Libby,en
Elizabeth,Lisa,en
Elizabeth,Liz,en
Elizabeth,Liza,en
Elizabeth,Lizzie,en
Elizabeth,Lizzy,en
Ella,El,en
Ella,Ellen,en
Ellen,Helen,en
Ellen,Nell,en
Ellen,Nellie,en
Ellie,Elly,en
Elmira,Ellie,en
Elmira,Elly,en
Elmira,Mira,en
Elnora,Nora,en
Eloise,Heloise,en
Eloise,Louise,en
Elouise,Louise,en
Elsie,Elsey,en
Elvira,Elvie,en
Elwood,Woody,en
Emanuel,Manny,en
Emanuel,Manuel,en
Emil,Em,en
Emil,Emily,en
Emily,Em,en
Emily,Emma,en
Emily,Emmy,en
Emily,Mel,en
Emily,Millie,en
Emma,Em,en
Emma,Emmy,en
Eric,Rick,en
Eric,Ricky,en
Ernest,Ernie,en
Ernestine,Erna,en
Ernestine,Ernest,en
Ernestine,Teeny,en
Ernestine,Tina,en
Erwin,Irwin,en
Estella,Essy,en
Estella,Stella,en
Estelle,Essy,en
Estelle,Stella,en
Esther,Essie,en
Esther,Hester,en
Eugene,Gene,en
Eunice,Nicie,en
Eva,Eve,en
Evangeline,Ev,en
Evangeline,Evan,en
Evangeline,Vangie,en
Evelyn,Ev,en
Evelyn,Eve,en
Evelyn,Evelina,en
Ezekiel,Ez,en
Ezekiel,Zeke,en
Ezra,Ez,en
Faith,Fay,en
Felicia,Fel,en
Felicia,Feli,en
Felicia,Felix,en
Ferdinand,Ferdie,en
Ferdinand,Fred,en
Ferdinand,Freddie,en
Ferdinand,Freddy,en
Flora,Florence,en
Florence,Flo,en
Florence,Flora,en
Florence,Flossy,en
Floyd,Lloyd,en
Frances,Cissy,en
Frances,Fanny,en
Frances,Fran,en
Frances,Francie,en
Frances,Frankie,en
Frances,Frannie,en
Frances,Franniey,en
Frances,Franny,en
Frances,Sis,en
Francine,Fran,en
Francine,Francie,en
Francine,Frannie,en
Francine,Franniey,en
Francine,Franny,en
Francis,Fran,en
Francis,Frank,en
Francis,Frankie,en
Frankie,Francis,en
Frankie,Frank,en
Franklin,Fran,en
Franklin,Frank,en
Freda,Frieda,en
Frederick,Derick,en
Frederick,Erick,en
Frederick,Fred,en
Frederick,Freddie,en
Frederick,Freddy,en
Frederick,Fritz,en
Frederick,Rick,en
Frederick,Ricky,en
Frieda,Fred,en
Frieda,Freddie,en
Frieda,Freddy,en
Gabriel,Gabby,en
Gabriel,Gabe,en
Gabriella,Ella,en
Gabriella,Gabby,en
Gabrielle,Ella,en
Gabrielle,Gabby,en
Garrett,Barrett,en
Garrett,Gare,en
Garrett,Garratt,en
Garrett,Garret,en
Garrett,Garry,en
Garrett,Gary,en
Garrett,Jerry,en
Garrett,Rhett,en
Genevieve,Eve,en
Genevieve,Jean,en
Genevieve,Jenny,en
Geoffrey,Geoff,en
Geoffrey,Jeff,en
George,Georgie,en
Georgiana,Georgia,en
Gerald,Gerry,en
Gerald,Jerry,en
Geraldine,Dina,en
Geraldine,Gerri,en
Geraldine,Gerrie,en
Geraldine,Gerry,en
Geraldine,Jerry,en
Gertie,Gert,en
Gertie,Gertrude,en
Gertrude,Gert,en
Gertrude,Gertie,en
Gertrude,Trudy,en
Gilbert,Bert,en
Gilbert,Gil,en
Gilbert,Wilber,en
Giovanni,Gio,en
Glenn,Glen,en
Gloria,Glory,en
Gregory,Gory,en
Gregory,Greg,en
Gretchen,Margaret,en
Gus,Gussie,en
Gwen,Wendy,en
Gwendolyn,Gwen,en
Gwendolyn,Wendy,en
Hailey,Haylee,en
Hailey,Hayley,en
Hamilton,Ham,en
Hannah,Anna,en
Hannah,Nan,en
Hannah,Nanny,en
Harold,Hal,en
Harold,Hap,en
Harold,Haps,en
Harold,Harry,en
Harriet,Hattie,en
Harrison,Hap,en
Harrison,Haps,en
Harrison,Harry,en
Harry,Hap,en
Harry,Haps,en
Harry,Harold,en
Harry,Henry,en
Haylee,Hailey,en
Haylee,Hayley,en
Hayley,Hailey,en
Hayley,Haylee,en
Heather,Hetty,en
Helen,Ella,en
Helen,Ellen,en
Helen,Ellie,en
Helen,Lena,en
Helena,Aileen,en
Helena,Eileen,en
Helena,Elaine,en
Helena,Eleanor,en
Helena,Ellen,en
Helena,Lena,en
Helena,Nell,en
Helena,Nellie,en
Helene,Ella,en
Helene,Ellen,en
Helene,Ellie,en
Helene,Lena,en
Henrietta,Etta,en
Henrietta,Etty,en
Henrietta,Hank,en
Henrietta,Henny,en
Henrietta,Nettie,en
Henrietta,Retta,en
Henry,Hal,en
Henry,Hank,en
Henry,Hap,en
Henry,Haps,en
Henry,Harry,en
Herbert,Bert,en
Herbert,Herb,en
Herman,Dutch,en
Herman,Harman,en
Hester,Esther,en
Hester,Hessy,en
Hester,Hetty,en
Hillary,Hilary,en
Hiram,Hy,en
Horace,Horry,en
Hortense,Harty,en
Hortense,Tensey,en
Hosea,Hosey,en
Hosea,Hosie,en
Howard,Hal,en
Howard,Howie,en
Hubert,Bert,en
Hubert,Hub,en
Hubert,Hugh,en
Ian,John,en
India,Indie,en
India,Indy,en
Inez,Agnes,en
Iona,Onnie,en
Irene,Rena,en
Irvin,Irving,en
Irving,Irv,en
Irwin,Erwin,en
Isaac,Ike,en
Isaac,Zeke,en
Isabel,Bell,en
Isabel,Bella,en
Isabel,Belle,en
Isabel,Ib,en
Isabel,Issy,en
Isabel,Nib,en
Isabel,Nibby,en
Isabel,Tibbie,en
Isabella,Bella,en
Isabella,Belle,en
Isabella,Ib,en
Isabella,Issy,en
Isabella,Nib,en
Isabella,Nibby,en
Isabella,Tibbie,en
Isabelle,Bella,en
Isabelle,Belle,en
Isabelle,Ib,en
Isabelle,Issy,en
Isabelle,Nib,en
Isabelle,Nibby,en
Isabelle,Tibbie,en
Isadore,Izzy,en
Isaiah,Zadie,en
Isaiah,Zay,en
Iva,Ivy,en
Ivan,John,en
Jackson,Jack,en
Jacob,Jaap,en
Jacob,Jake,en
Jacob,Jay,en
Jacqueline,Jack,en
Jacqueline,Jackie,en
Jacqueline,Jacqui,en
Jakob,Jake,en
Jalen,Al,en
Jalen,Alen,en
Jalen,Haylen,en
Jalen,Jaelin,en
Jalen,Jaelyn,en
Jalen,Jailyn,en
Jalen,Jay,en
Jalen,Jaye,en
Jalen,Jaylin,en
Jalen,Jaylyn,en
Jalen,Len,en
Jalen,Lennie,en
Jalen,Lenny,en
James,Jamie,en
James,Jem,en
James,Jim,en
James,Jimmie,en
James,Jimmy,en
Jamie,James,en
Jane,Janie,en
Jane,Jean,en
Jane,Jennie,en
Jane,Jessie,en
Janet,Jan,en
Janet,Jessie,en
Janice,Jan,en
Jasper,Casper,en
Jasper,Jap,en
Jayme,Jay,en
Jean,Jane,en
Jean,Jeannie,en
Jeanette,Janet,en
Jeanette,Jean,en
Jeanette,Jessie,en
Jeanette,Nettie,en
Jeanne,Jane,en
Jeanne,Jeannie,en
Jefferson,Jeff,en
Jefferson,Sonny,en
Jeffery,Jeff,en
Jeffrey,Geoff,en
Jeffrey,Jeff,en
Jennifer,Jen,en
Jennifer,Jenn,en
Jennifer,Jenni,en
Jennifer,Jennie,en
Jennifer,Jenny,en
Jeremiah,Jereme,en
Jeremiah,Jerry,en
Jeremy,Jez,en
Jeremy,Jezza,en
Jerry,Geraldine,en
Jerry,Geri,en
Jerry,Gerry,en
Jerry,Jereme,en
Jessica,Jess,en
Jessica,Jessie,en
Jessie,Jane,en
Jessie,Janet,en
Jessie,Jess,en
Jillian,Jill,en
Jim,Jimmie,en
Joan,Jo,en
Joan,Nonie,en
Joann,Jo,en
Joanna,Hannah,en
Joanna,Jo,en
Joanna,Joan,en
Joanna,Jodi,en
Joanna,Jody,en
Joanne,Jo,en
Jody,Jo,en
Joe,Joey,en
Johanna,Jo,en
John,Ian,en
John,Jack,en
John,Jock,en
John,Johnny,en
John,Jon,en
John,Jonnie,en
John,Jonny,en
Johnathan,John,en
Johnathan,Johnathon,en
Johnathan,Johny,en
Johnathan,Jon,en
Johnathan,Jonathan,en
Johnathan,Jonathon,en
Johnathan,Jonnie,en
Johnathan,Jonny,en
Johnathan,Nathan,en
Johnathon,John,en
Johnathon,Johnathan,en
Johnathon,Johny,en
Johnathon,Jon,en
Johnathon,Jonathan,en
Johnathon,Jonathon,en
Johnathon,Jonnie,en
Johnathon,Jonny,en
Jon,John,en
Jon,Johnny,en
Jon,Jonnie,en
Jon,Jonny,en
Jonathan,John,en
Jonathan,Johnathan,en
Jonathan,Johnathon,en
Jonathan,Johny,en
Jonathan,Jon,en
Jonathan,Jonathon,en
Jonathan,Jonnie,en
Jonathan,Jonny,en
Jonathan,Nathan,en
Jonathon,John,en
Jonathon,Johnathan,en
Jonathon,Johnathon,en
Jonathon,Johny,en
Jonathon,Jon,en
Jonathon,Jonathan,en
Jonathon,Jonnie,en
Jonathon,Jonny,en
Joseph,Jody,en
Joseph,Joe,en
Joseph,Joey,en
Joseph,Jos,en
Josephine,Fina,en
Josephine,Jo,en
Josephine,Jody,en
Josephine,Joey,en
Josephine,Josey,en
Josephine,Josie,en
Joshua,Joe,en
Joshua,Jos,en
Joshua,Josh,en
Josiah,Jos,en
Joyce,Joy,en
Juanita,Nettie,en
Juanita,Nita,en
Judith,Juda,en
Judith,Jude,en
Judith,Judi,en
Judith,Judie,en
Judith,Judy,en
Judson,Jud,en
Judson,Sonny,en
Judy,Judith,en
Julia,Jill,en
Julia,Jules,en
Julia,Julie,en
Julian,Jule,en
Julian,Jules,en
Julie,Jule,en
Julie,Jules,en
Julie,Julia,en
June,Junius,en
Junior,Jr,en
Junior,June,en
Junior,Junie,en
Justin,Justina,en
Justin,Juston,en
Justin,Justus,en
Kaitlin,Kait,en
Kaitlin,Kaitie,en
Kaitlyn,Kait,en
Kaitlyn,Kaitie,en
Kaitlynn,Kait,en
Kaitlynn,Kaitie,en
Kameron,Kam,en
Karla,Carla,en
Karla,Carly,en
Kasey,K.C.,en
Kate,Kay,en
Katelyn,Kate,en
Katelyn,Kay,en
Katelyn,Kaye,en
Katherine,Cassie,en
Katherine,Cathy,en
Katherine,Kate,en
Katherine,Kathy,en
Katherine,Katy,en
Katherine,Kay,en
Katherine,Kaye,en
Katherine,Kit,en
Katherine,Kittie,en
Katherine,Lena,en
Katherine,Trina,en
Kathleen,Cassie,en
Kathleen,Cathy,en
Kathleen,Kathy,en
Kathleen,Katy,en
Kathleen,Kay,en
Kathleen,Kit,en
Kathleen,Kittie,en
Kathleen,Lena,en
Kathleen,Trina,en
Kathryn,Kate,en
Kathryn,Kathy,en
Kathryn,Katie,en
Katy,Kate,en
Katy,Kathy,en
Katy,Katie,en
Kayla,Kay,en
Kelley,Kelli,en
Kelley,Kellie,en
Kelley,Kelly,en
Kendall,Ken,en
Kendall,Kenny,en
Kendra,Kay,en
Kendra,Kenj,en
Kendra,Kenji,en
Kendra,Kenny,en
Kendrick,Ken,en
Kendrick,Kenny,en
Kenneth,Ken,en
Kenneth,Kendrick,en
Kenneth,Kenny,en
Kenny,Ken,en
Kenny,Kenneth,en
Kent,Ken,en
Kent,Kendrick,en
Kent,Kenny,en
Kerry,Kerri,en
Kevin,Kev,en
Kimberley,Kim,en
Kimberley,Kimberli,en
Kimberley,Kimberly,en
Kimberly,Kim,en
Kimberly,Kimberley,en
Kimberly,Kimberli,en
Kris,Chris,en
Kristen,Chris,en
Kristin,Chris,en
Kristine,Chris,en
Kristine,Christy,en
Kristine,Crissy,en
Kristine,Kris,en
Kristine,Kristy,en
Kristine,Tina,en
Kristopher,Chris,en
Kristopher,Kris,en
Kristy,Chris,en
Lafayette,Fate,en
Lafayette,Laffie,en
Lamont,Monty,en
Larry,Laurence,en
Larry,Lawrence,en
Latisha,Tish,en
Latisha,Tisha,en
Laurel,Laurie,en
Lauren,Laurie,en
Lauren,Ren,en
Laurence,Larry,en
Laurence,Lon,en
Laurence,Lonny,en
Laurence,Lorne,en
Laurence,Lorry,en
Lauryn,Laurie,en
Laverne,Verna,en
Laverne,Vernon,en
Lavina,Ina,en
Lavina,Vina,en
Lavina,Viney,en
Lavinia,Ina,en
Lavinia,Vina,en
Lavinia,Viney,en
Lavonne,Von,en
Lawrence,Larry,en
Lawrence,Lawrie,en
Lawrence,Lon,en
Lawrence,Lonny,en
Lawrence,Lorne,en
Lawrence,Lorry,en
Leanne,Annie,en
Leanne,Lea,en
Leilani,Lani,en
Lemuel,Lem,en
Lena,Ellen,en
Lenora,Lee,en
Lenora,Nora,en
Leo,Leon,en
Leonard,Len,en
Leonard,Lenny,en
Leonard,Leo,en
Leonard,Leon,en
Leonard,Lineau,en
Leonora,Nell,en
Leonora,Nellie,en
Leonora,Nora,en
Leroy,L.R.,en
Leroy,Lee,en
Leroy,Roy,en
Lesley,Les,en
Leslie,Les,en
Lester,Les,en
Letitia,Lettice,en
Letitia,Lettie,en
Letitia,Tish,en
Letitia,Titia,en
Levi,Lee,en
Lillian,Lil,en
Lillian,Lilly,en
Lillian,Lolly,en
Lilly,Lil,en
Lilly,Lily,en
Lincoln,Link,en
Linda,Lindy,en
Linda,Lynn,en
Lindsay,Lindsey,en
Lindsay,Lindsie,en
Lindsay,Lindsy,en
Lionel,Leon,en
Lisa,Liz,en
Lizzie,Liz,en
Lois,Lou,en
Lois,Louise,en
Lonzo,Lon,en
Lorenzo,Loren,en
Loretta,Etta,en
Loretta,Lorie,en
Loretta,Lorrie,en
Loretta,Retta,en
Lorraine,Lorie,en
Lorraine,Lorrie,en
Lou,Louis,en
Lou,Lu,en
Louis,Lewis,en
Louis,Lou,en
Louis,Louie,en
Louis,Louise,en
Louisa,Eliza,en
Louisa,Lois,en
Louisa,Lou,en
Louise,Eliza,en
Louise,Lois,en
Louise,Lou,en
Lucas,Luke,en
Lucia,Lucius,en
Lucia,Lucy,en
Lucille,Cille,en
Lucille,Lou,en
Lucille,Lu,en
Lucille,Lucy,en
Lucinda,Cindy,en
Lucinda,Lou,en
Lucinda,Lu,en
Lucinda,Lucy,en
Lucretia,Creasey,en
Lucy,Lucinda,en
Luella,Ella,en
Luella,Lu,en
Luella,Lula,en
Luke,Lucas,en
Luther,Luke,en
Lydia,Lyddy,en
Mabel,Amabel,en
Mabel,Mehitabel,en
Mac,Mc,en
Mack,Mac,en
Mack,Mc,en
Mackenzie,Kenzy,en
Mackenzie,Mac,en
Mackenzie,Mack,en
Maddison,Maddi,en
Maddison,Maddie,en
Madeline,Lena,en
Madeline,Maddi,en
Madeline,Maddie,en
